timestamp docsize copies lifem simlength seed lost docstotal docsokay docsrepairedmajority docsrepairedminority docslost auditcycles auditfrequency auditsegments auditrepairs auditmajority auditminority auditlost walltime cputime logfilename logfilesize instructionfilename todaysdatetime extractorversion
20150104_140423 50 3 30 100000 967561224 0 10000 6056 3893 83 0 9 10000 1 4475 4321 77 0 17.785 13.042 ../q2/d50a10000s1long100/logb0030/c03d50b0030s967561224.log 480154 q2-extractinstructions-02.txt 20150104_150519 0.4
20150104_140650 50 3 30 100000 969331491 0 10000 6140 3815 73 0 9 10000 1 4379 4251 64 0 17.889 12.995 ../q2/d50a10000s1long100/logb0030/c03d50b0030s969331491.log 470149 q2-extractinstructions-02.txt 20150104_150521 0.4
20150104_140903 50 3 30 100000 974358641 0 10000 6101 3849 84 0 9 10000 1 4419 4277 71 0 17.520 13.011 ../q2/d50a10000s1long100/logb0030/c03d50b0030s974358641.log 474745 q2-extractinstructions-02.txt 20150104_150522 0.4
20150104_141247 50 3 30 100000 97735260 1 10000 6042 3899 91 1 9 10000 1 4538 4364 87 1 18.103 13.151 ../q2/d50a10000s1long100/logb0030/c03d50b0030s97735260.log 481801 q2-extractinstructions-02.txt 20150104_150523 0.4
20150104_140943 50 3 30 100000 981597449 0 10000 5959 3983 94 0 9 10000 1 4552 4386 83 0 18.199 13.057 ../q2/d50a10000s1long100/logb0030/c03d50b0030s981597449.log 491665 q2-extractinstructions-02.txt 20150104_150525 0.4
20150104_140837 50 3 30 100000 981995409 2 10000 6041 3908 78 2 9 10000 1 4517 4381 68 2 17.680 13.104 ../q2/d50a10000s1long100/logb0030/c03d50b0030s981995409.log 481939 q2-extractinstructions-02.txt 20150104_150526 0.4
20150104_140711 50 3 30 100000 985655050 0 10000 6056 3887 91 0 9 10000 1 4436 4284 76 0 17.234 12.948 ../q2/d50a10000s1long100/logb0030/c03d50b0030s985655050.log 480126 q2-extractinstructions-02.txt 20150104_150528 0.4
20150104_141505 50 3 30 100000 987909730 1 10000 6046 3912 65 1 9 10000 1 4448 4334 57 1 18.096 13.104 ../q2/d50a10000s1long100/logb0030/c03d50b0030s987909730.log 481341 q2-extractinstructions-02.txt 20150104_150529 0.4
20150104_142720 50 4 30 100000 103765041 0 10000 5184 4815 1 0 9 10000 1 5881 5738 1 0 22.462 17.269 ../q2/d50a10000s1long100/logb0030/c04d50b0030s103765041.log 584501 q2-extractinstructions-02.txt 20150104_150531 0.4
20150104_142820 50 4 30 100000 105731136 0 10000 5136 4862 2 0 9 10000 1 5891 5757 2 0 22.644 17.395 ../q2/d50a10000s1long100/logb0030/c04d50b0030s105731136.log 590174 q2-extractinstructions-02.txt 20150104_150532 0.4
20150104_142815 50 4 30 100000 117661523 0 10000 5105 4893 2 0 9 10000 1 6025 5871 2 0 23.260 17.596 ../q2/d50a10000s1long100/logb0030/c04d50b0030s117661523.log 593874 q2-extractinstructions-02.txt 20150104_150534 0.4
20150104_144733 50 4 30 100000 133966184 0 10000 5119 4881 1 0 9 10000 1 5952 5825 1 0 22.332 17.269 ../q2/d50a10000s1long100/logb0030/c04d50b0030s133966184.log 592201 q2-extractinstructions-02.txt 20150104_150536 0.4
20150104_142745 50 4 30 100000 141246882 0 10000 5147 4852 3 0 9 10000 1 5842 5692 3 0 24.314 17.362 ../q2/d50a10000s1long100/logb0030/c04d50b0030s141246882.log 588884 q2-extractinstructions-02.txt 20150104_150537 0.4
20150104_144356 50 4 30 100000 15591650 0 10000 5072 4927 2 0 9 10000 1 6015 5869 2 0 22.227 17.254 ../q2/d50a10000s1long100/logb0030/c04d50b0030s15591650.log 597783 q2-extractinstructions-02.txt 20150104_150539 0.4
20150104_144904 50 4 30 100000 166280481 0 10000 5178 4821 1 0 9 10000 1 5909 5765 1 0 22.704 17.347 ../q2/d50a10000s1long100/logb0030/c04d50b0030s166280481.log 585229 q2-extractinstructions-02.txt 20150104_150541 0.4
20150104_144557 50 4 30 100000 176818827 0 10000 5106 4892 4 0 9 10000 1 5901 5752 4 0 22.198 17.192 ../q2/d50a10000s1long100/logb0030/c04d50b0030s176818827.log 593726 q2-extractinstructions-02.txt 20150104_150542 0.4
20150104_145100 50 4 30 100000 178615611 0 10000 5126 4874 1 0 9 10000 1 5871 5734 1 0 22.328 17.207 ../q2/d50a10000s1long100/logb0030/c04d50b0030s178615611.log 591384 q2-extractinstructions-02.txt 20150104_150544 0.4
