family specific logfilename docsize berid copies lost
../q1 v3d50 logb0500/c04b0500s117661523.log:20140716_111500 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s141246882.log:20140716_111450 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s263688301.log:20140716_111522 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s420477893.log:20140716_111516 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s50746969.log:20140716_111528 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s533657980.log:20140716_111533 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s681028781.log:20140716_111455 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s919028296.log:20140716_111438 50 0500 04 0
../q1 v3d50 logb0500/c04b0500s967561224.log:20140716_111510 50 0500 04 0
../q1 v3d50 logb0500/c05b0500s103765041.log:20140716_111547 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s105731136.log:20140716_111614 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s117661523.log:20140716_111607 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s141246882.log:20140716_111552 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s263688301.log:20140716_111630 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s420477893.log:20140716_111624 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s50746969.log:20140716_111634 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s533657980.log:20140716_111640 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s681028781.log:20140716_111559 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s919028296.log:20140716_111540 50 0500 05 0
../q1 v3d50 logb0500/c05b0500s967561224.log:20140716_111619 50 0500 05 0
../q1 v3d50 logb1000/c01b1000s103765041.log:20140716_111653 50 1000 01 46
../q1 v3d50 logb1000/c01b1000s105731136.log:20140716_111719 50 1000 01 44
../q1 v3d50 logb1000/c01b1000s117661523.log:20140716_111712 50 1000 01 54
../q1 v3d50 logb1000/c01b1000s141246882.log:20140716_111700 50 1000 01 50
../q1 v3d50 logb1000/c01b1000s263688301.log:20140716_111734 50 1000 01 53
../q1 v3d50 logb1000/c01b1000s420477893.log:20140716_111729 50 1000 01 53
../q1 v3d50 logb1000/c01b1000s50746969.log:20140716_111740 50 1000 01 47
../q1 v3d50 logb1000/c01b1000s533657980.log:20140716_111747 50 1000 01 55
../q1 v3d50 logb1000/c01b1000s681028781.log:20140716_111707 50 1000 01 48
../q1 v3d50 logb1000/c01b1000s919028296.log:20140716_111646 50 1000 01 59
../q1 v3d50 logb1000/c01b1000s967561224.log:20140716_111725 50 1000 01 44
../q1 v3d50 logb1000/c02b1000s103765041.log:20140716_111759 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s105731136.log:20140716_111823 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s117661523.log:20140716_111818 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s141246882.log:20140716_111804 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s263688301.log:20140716_111839 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s420477893.log:20140716_111833 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s50746969.log:20140716_111844 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s533657980.log:20140716_111851 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s681028781.log:20140716_111811 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s919028296.log:20140716_111754 50 1000 02 0
../q1 v3d50 logb1000/c02b1000s967561224.log:20140716_111828 50 1000 02 0
../q1 v3d50 logb1000/c03b1000s103765041.log:20140716_111903 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s105731136.log:20140716_111928 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s117661523.log:20140716_111923 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s141246882.log:20140716_111910 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s263688301.log:20140716_111945 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s420477893.log:20140716_111940 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s50746969.log:20140716_111950 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s533657980.log:20140716_111955 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s681028781.log:20140716_111917 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s919028296.log:20140716_111858 50 1000 03 0
../q1 v3d50 logb1000/c03b1000s967561224.log:20140716_111935 50 1000 03 0
../q1 v3d50 logb1000/c04b1000s103765041.log:20140716_112008 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s105731136.log:20140716_112032 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s117661523.log:20140716_112025 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s141246882.log:20140716_112013 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s263688301.log:20140716_112047 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s420477893.log:20140716_112042 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s50746969.log:20140716_112054 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s533657980.log:20140716_112059 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s681028781.log:20140716_112018 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s919028296.log:20140716_112003 50 1000 04 0
../q1 v3d50 logb1000/c04b1000s967561224.log:20140716_112037 50 1000 04 0
../q1 v3d50 logb1000/c05b1000s103765041.log:20140716_112114 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s105731136.log:20140716_112136 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s117661523.log:20140716_112132 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s141246882.log:20140716_112119 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s263688301.log:20140716_112152 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s420477893.log:20140716_112147 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s50746969.log:20140716_112157 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s533657980.log:20140716_112202 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s681028781.log:20140716_112126 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s919028296.log:20140716_112107 50 1000 05 0
../q1 v3d50 logb1000/c05b1000s967561224.log:20140716_112142 50 1000 05 0
